Reference,Customer,Invoice,InvoiceDate,Total,Payments,Hours,Pay,Comp,Burden,Pass,Profit,%Profit,Terms,PostedToAR,ReversedTotal,LocationId
28,CENTU1,10182,2017-02-10 00:00:00,288.17,0,11,176,9.42,23.81,13.72,65.22,23.7639,A,True,0,1
29,CENTU1,10183,2017-02-10 00:00:00,913.5,0,40,544,29.1,73.6,43.5,223.3,25.6667,A,True,0,1
30,CHAMB1,10087,2017-02-10 00:00:00,1075.2,0,40,640,34.24,86.59,51.2,263.17,25.7002,A,True,0,1
30,CHAMB1,10184,2017-02-10 00:00:00,1075.2,0,40,640,34.24,86.59,51.2,263.17,25.7002,A,True,0,1
31,CIRCA1,10295,2017-02-10 00:00:00,990.1,0,41,596,31.89,80.64,47.15,234.42,24.8603,A,True,0,1
31,CIRCA1,10308,2017-02-10 00:00:00,2159.39,0,89,1301,69.6,176.03,102.83,509.93,24.7953,A,True,0,1
136,CLEAR1,10186,2017-02-10 00:00:00,153.98,0,7,91,4.87,12.31,7.33,38.47,26.2325,A,True,0,1
19,DARWI1,10089,2017-02-10 00:00:00,879.9,0,40,520,27.82,70.36,41.9,219.82,26.2315,A,True,0,1
20,DARWI1,10090,2017-02-10 00:00:00,5340.54,0,169,3098,153.49,419.16,254.31,1415.58,27.8316,A,True,0,1
24,DARWI1,10094,2017-02-10 00:00:00,501.35,0,20.5,307.5,16.45,41.6,23.87,111.93,23.4418,A,True,0,1
19,DARWI1,10187,2017-02-10 00:00:00,351.96,0,16,208,11.13,28.14,16.76,87.93,26.2321,A,True,0,1
20,DARWI1,10188,2017-02-10 00:00:00,3403.09,0,97.5,1964.5,97.53,265.8,162.05,913.21,28.1764,A,True,0,1
22,DARWI1,10228,2017-02-17 00:00:00,9945.75,0,355,5740.5,304.17,776.69,473.61,2650.78,27.985,A,True,0,1
23,DARWI1,10229,2017-02-17 00:00:00,0,0,0,0,0,0,0,0,37.3125,A,True,1681.74,1
21,DARWI1,10230,2017-02-17 00:00:00,2917.55,0,118,1734.5,92.8,234.68,138.93,716.64,25.7912,A,True,0,1
22,DARWI1,10231,2017-02-17 00:00:00,7804.14,0,237.5,4413.5,227.59,597.15,371.63,2194.27,29.5226,A,True,0,1
23,DARWI1,10232,2017-02-17 00:00:00,0,0,0,0,0,0,0,0,30.9178,A,True,1356.78,1
21,DARWI1,10233,2017-02-17 00:00:00,2675.57,0,107,1594,85.28,215.67,127.41,653.21,25.6346,A,True,0,1
21,DARWI1,10234,2017-02-17 00:00:00,1677.9,0,40,880,47.08,119.06,79.9,551.86,34.5344,A,True,0,1
21,DARWI1,10235,2017-02-17 00:00:00,1542.2,0,39.5,874.5,46.49,118.32,73.44,429.45,29.2389,A,True,0,1
21,DARWI1,10236,2017-02-17 00:00:00,138.32,0,5.5,82.5,4.41,11.16,6.59,33.66,25.5523,A,True,0,1
21,DARWI1,10237,2017-02-17 00:00:00,1006.74,0,24,528,28.25,71.44,47.94,331.11,34.5338,A,True,0,1
21,DARWI1,10238,2017-02-17 00:00:00,1163.93,0,30,660,35.31,89.3,55.43,323.89,29.2188,A,True,0,1
25,ELLIS1,10095,2017-02-10 00:00:00,15620.07,0,495.5,9570.5,489.18,1294.89,743.81,3521.69,23.6732,A,True,0,1
25,ELLIS1,10239,2017-02-17 00:00:00,24551.67,0,859,14812.75,760.13,2004.17,1169.13,5805.49,24.8283,A,True,0,1
147,ELLIS1,10240,2017-02-17 00:00:00,879.9,0,40,520,27.82,70.36,41.9,219.82,26.2315,A,True,0,1
145,EMBER1,10286,2017-02-10 00:00:00,0,0,0,13,0.7,1.76,0,-15.46,0,A,True,0,1
82,GFLEN1,10096,2017-02-10 00:00:00,692.93,0,31.5,409.5,21.91,55.41,33,173.11,26.2316,A,True,0,1
82,GFLEN1,10195,2017-02-10 00:00:00,879.9,0,40,520,27.82,70.36,41.9,219.82,26.2315,A,True,0,1
36,HAEBL1,10097,2017-02-10 00:00:00,1185.5,0,39,702,37.56,94.98,56.45,294.51,26.0848,A,True,0,1
37,HAEBL1,10098,2017-02-10 00:00:00,2113.65,0,80,1211,64.79,163.85,100.65,573.36,28.4829,A,True,0,1
38,HAEBL1,10099,2017-02-10 00:00:00,516.55,0,21,312,16.69,42.21,24.6,121.05,24.6062,A,True,0,1
37,HAEBL1,10197,2017-02-10 00:00:00,285.98,0,13,169,9.04,22.87,13.62,71.45,26.2337,A,True,0,1
36,HAEBL1,10242,2017-02-17 00:00:00,1215.9,0,40,760,40.66,102.83,57.9,254.51,21.9784,A,True,0,1
37,HAEBL1,10287,2017-02-10 00:00:00,310.38,0,8,176,9.42,23.81,14.78,86.37,29.2185,A,True,0,1
39,HAJIS1,10100,2017-02-10 00:00:00,450.95,0,20.5,266.5,14.26,36.06,21.47,112.66,26.2317,A,True,0,1
39,HAJIS1,10198,2017-02-10 00:00:00,141.89,0,6.45,83.85,4.49,11.34,6.76,35.45,26.234,A,True,0,1
40,HANSO1,10101,2017-02-10 00:00:00,175.98,0,8,104,5.56,14.07,8.38,43.97,26.2351,A,True,0,1
42,ITCCO1,10103,2017-02-10 00:00:00,995.52,0,32.5,589.5,31.3,79.76,47.41,247.55,26.1098,A,True,0,1
42,ITCCO1,10200,2017-02-10 00:00:00,1931.83,0,73.5,1143,61.15,154.65,91.99,481.04,26.1458,A,True,0,1
41,ITCCO1,10244,2017-02-17 00:00:00,1594.01,0,38,950,50.83,128.54,75.91,388.73,25.6064,A,True,0,1
41,ITCCO1,10245,2017-02-17 00:00:00,2331.84,0,64,1384,74.04,187.26,111.04,575.5,25.9141,A,True,0,1
43,JOHNSO,10104,2017-02-10 00:00:00,3779.84,0,83,2133,114.12,288.59,179.99,1064.14,29.5607,A,True,0,1
43,JOHNSO,10201,2017-02-10 00:00:00,6164.17,0,153,3636,188.75,491.95,293.53,1553.94,26.4697,A,True,0,1
141,KEITHP,10105,2017-02-10 00:00:00,879.9,0,40,520,27.82,70.36,41.9,219.82,26.2315,A,True,0,1
141,KEITHP,10202,2017-02-10 00:00:00,637.93,0,29,377,20.17,51.01,30.38,159.37,26.2316,A,True,0,1
127,KINDR1,10203,2017-02-10 00:00:00,704.03,0,30,418,22.36,56.56,33.53,173.58,25.8881,A,True,0,1
45,LEDCO1,10106,2017-02-10 00:00:00,1489.48,0,46,882,44.3,119.33,70.93,372.92,26.2888,A,True,0,1
46,LEDCO1,10107,2017-02-10 00:00:00,3159.43,0,105,1943,98.76,262.89,150.45,704.33,23.4076,A,True,0,1
46,LEDCO1,10205,2017-02-10 00:00:00,1535.08,0,47,959.5,47.78,129.82,73.1,324.88,22.2219,A,True,0,1
45,LEDCO1,10284,2017-02-17 00:00:00,1489.51,0,46,931,46.76,125.96,70.93,314.86,22.1954,A,True,0,1
47,MAGIL1,10108,2017-02-10 00:00:00,4094.02,0,141,2316.25,121.42,313.39,194.95,1148.01,29.4432,A,True,0,1
47,MAGIL1,10206,2017-02-10 00:00:00,4415.84,0,142.75,2467.5,130.78,333.85,210.28,1273.43,30.2797,A,True,0,1
47,MAGIL1,10247,2017-02-17 00:00:00,248.34,0,9.25,138.75,7.09,18.77,11.83,71.9,30.4004,A,True,0,1
139,MARCO3,10288,2017-02-10 00:00:00,220.04,0,8.5,131.25,6.82,17.76,10.48,53.73,25.6394,A,True,0,1
132,MJPVE1,10208,2017-02-10 00:00:00,556.7,0,19.5,360.5,17.71,48.78,26.51,103.2,19.4647,A,True,0,1
48,MRCTO1,10109,2017-02-10 00:00:00,879.9,0,40,520,27.82,70.36,41.9,219.82,26.2315,A,True,0,1
48,MRCTO1,10209,2017-02-10 00:00:00,1005.9,0,40,640,34.24,86.59,47.9,197.17,20.5814,A,True,0,1
95,NEWCIT,10110,2017-02-10 00:00:00,87.99,0,4,52,2.78,7.04,4.19,21.98,26.2291,A,True,0,1
49,NOBLE1,10111,2017-02-10 00:00:00,1677.9,0,40,1000,53.5,135.3,79.9,409.2,25.607,A,True,0,1
138,NORTH2,10210,2017-02-10 00:00:00,503.16,0,16,368,19.69,49.79,23.96,41.72,8.7062,A,True,0,1
50,PACIF9,10112,2017-02-10 00:00:00,1978.67,0,51,1224,65.48,165.61,94.22,429.36,22.7844,A,True,0,1
51,PANTH1,10113,2017-02-10 00:00:00,132.04,0,5,65,3.48,8.79,6.29,48.48,38.5527,A,True,0,1
85,PARAM1,10114,2017-02-10 00:00:00,402.36,0,16,240,12.84,32.47,19.16,97.89,25.5454,A,True,0,1
89,PARAM1,10115,2017-02-10 00:00:00,956.91,0,43.5,565.5,30.25,76.51,45.57,239.08,26.2339,A,True,0,1
89,PARAM1,10248,2017-02-17 00:00:00,732.38,0,30,436,23.33,58.99,34.88,179.18,25.6889,A,True,0,1
54,PCLCO1,10116,2017-02-10 00:00:00,4339.38,0,160.25,2570.75,135.49,347.82,206.64,1078.68,26.1008,A,True,0,1
54,PCLCO1,10249,2017-02-17 00:00:00,4519.86,0,171,2755.75,146.16,372.85,215.23,1029.87,23.9247,A,True,0,1
55,PERFO1,10117,2017-02-10 00:00:00,3917.49,0,101.5,2184,111.28,295.5,186.55,1140.16,30.5596,A,True,0,1
55,PERFO1,10213,2017-02-10 00:00:00,1751.81,0,55.5,1012,52.64,136.92,83.42,466.83,27.9809,A,True,0,1
56,PITTM1,10118,2017-02-10 00:00:00,2005.46,0,80.5,1195.25,63.75,161.72,95.5,489.24,25.6152,A,True,0,1
57,PITTM1,10119,2017-02-10 00:00:00,930.41,0,38,554,29.64,74.96,44.31,227.5,25.6743,A,True,0,1
56,PITTM1,10214,2017-02-10 00:00:00,987.04,0,39,588.75,31.3,79.66,47,240.33,25.5659,A,True,0,1
57,PITTM1,10215,2017-02-10 00:00:00,289.2,0,11.5,172.5,9.23,23.34,13.77,70.36,25.5455,A,True,0,1
60,ROBER1,10120,2017-02-10 00:00:00,1693.81,0,77,1001,53.55,135.44,80.66,423.16,26.2319,A,True,0,1
60,ROBER1,10250,2017-02-17 00:00:00,1809.3,0,81.5,1149.25,60.96,155.49,86.16,357.44,20.7435,A,True,0,1
61,SEAGA1,10121,2017-02-10 00:00:00,568.82,0,15.5,341,18.24,46.14,27.09,136.35,25.1694,A,True,0,1
86,SEAGA1,10122,2017-02-10 00:00:00,1334,0,50.5,784,41.94,106.08,63.52,338.46,26.6403,A,True,0,1
87,SEAGA1,10123,2017-02-10 00:00:00,513.77,0,14,308,16.48,41.67,24.47,123.15,25.1686,A,True,0,1
61,SEAGA1,10251,2017-02-17 00:00:00,1467.9,0,40,880,47.08,119.06,69.9,351.86,25.1688,A,True,0,1
86,SEAGA1,10252,2017-02-17 00:00:00,3117.71,0,95,1856,99.3,251.12,148.46,762.83,25.691,A,True,0,1
87,SEAGA1,10253,2017-02-17 00:00:00,1302.77,0,35.5,781,41.78,105.67,62.04,312.28,25.1691,A,True,0,1
90,SEAGA1,10254,2017-02-17 00:00:00,1062.65,0,39,624,33.38,84.43,50.6,270.24,26.7022,A,True,0,1
90,SEAGA1,10309,2017-02-10 00:00:00,3014.87,0,94,1792,95.87,242.46,143.57,740.97,25.8061,A,True,0,1
125,SENWI1,10125,2017-02-10 00:00:00,703.92,0,32,416,22.26,56.28,33.52,175.86,26.2321,A,True,0,1
135,SITKAW,10255,2017-02-17 00:00:00,474.58,0,20.25,281.63,14.97,38.1,22.6,117.28,25.9481,A,True,0,1
62,STANH1,10256,2017-02-17 00:00:00,175.98,0,8,104,5.56,14.07,8.38,43.97,26.2351,A,True,0,1
64,SUNCO1,10126,2017-02-10 00:00:00,5529.62,0,188,3148,160.5,425.92,263.32,1531.88,29.0884,A,True,0,1
64,SUNCO1,10257,2017-02-17 00:00:00,7015.34,0,244.5,3935.5,210.55,532.47,334.06,2002.76,29.9757,A,True,0,1
134,TEKRO1,10258,2017-02-17 00:00:00,402.36,0,16,240,12.84,32.47,19.16,97.89,25.5454,A,True,0,1
121,TOWER1,10127,2017-02-10 00:00:00,351.96,0,16,208,11.13,28.14,16.76,87.93,26.2321,A,True,0,1
92,UNISO1,10128,2017-02-10 00:00:00,1202.72,0,31,682,36.49,92.27,57.27,334.69,29.2191,A,True,0,1
93,UNISO1,10129,2017-02-10 00:00:00,1551.9,0,40,1000,53.5,135.3,73.9,289.2,19.567,A,True,0,1
94,UNISO1,10130,2017-02-10 00:00:00,1551.9,0,40,880,47.08,119.06,73.9,431.86,29.2192,A,True,0,1
94,UNISO1,10259,2017-02-17 00:00:00,1551.9,0,40,880,47.08,119.06,73.9,431.86,29.2192,A,True,0,1
66,URBAN1,10131,2017-02-10 00:00:00,2664.61,0,68.5,1451.5,75.17,196.39,126.89,814.66,32.102,A,True,0,1
67,URBAN1,10132,2017-02-10 00:00:00,2841.68,0,112,1695,89.88,229.33,135.32,692.15,25.5749,A,True,0,1
126,URBAN1,10133,2017-02-10 00:00:00,170.29,0,6.5,97.5,5.22,13.19,8.11,46.27,28.53,A,True,0,1
67,URBAN1,10261,2017-02-17 00:00:00,2212.98,0,88,1320,70.62,178.6,105.38,538.38,25.5447,A,True,0,1
66,URBAN1,10310,2017-02-10 00:00:00,3690.63,0,106.5,2198.5,109.6,297.46,175.74,909.33,25.8708,A,True,0,1
68,VENTA1,10134,2017-02-10 00:00:00,4075.77,0,163.5,2430.75,127.79,328.88,194.08,994.27,25.6144,A,True,0,1
68,VENTA1,10311,2017-02-10 00:00:00,2067.48,0,79,1222,64.95,165.34,98.45,516.74,26.2434,A,True,0,1
69,VICTO1,10263,2017-02-17 00:00:00,126.48,0,5.75,74.75,4,10.11,6.02,31.6,26.2328,A,True,0,1
146,VICTO1,10264,2017-02-17 00:00:00,131.99,0,6,84,4.49,11.37,6.29,25.84,20.5569,A,True,0,1
119,VILLA1,10265,2017-02-17 00:00:00,360.55,0,16.5,217.75,11.48,29.46,17.17,84.69,24.6636,A,True,0,1
119,VILLA1,10289,2017-02-10 00:00:00,656.51,0,27.5,396.5,19.13,53.65,31.26,155.97,24.9452,A,True,0,1
122,VILLA1,10290,2017-02-10 00:00:00,220.64,0,9.5,133.25,6.61,18.03,10.51,52.24,24.8608,A,True,0,1
70,WALLC1,10137,2017-02-10 00:00:00,920.19,0,33.75,562,28.89,76.04,43.82,209.44,23.8986,A,True,0,1
72,WALLC1,10138,2017-02-10 00:00:00,1478.45,0,58,896,47.08,121.23,70.4,343.74,24.4125,A,True,0,1
72,WALLC1,10266,2017-02-17 00:00:00,0,0,0,0,0,0,0,0,25.3046,A,True,2702.24,1
73,WESGR1,10269,2017-02-17 00:00:00,729.12,0,32,432,23.11,58.45,34.72,180.84,26.0426,A,True,0,1
79,WESGR1,10271,2017-02-17 00:00:00,1005.9,0,40,600,32.1,81.18,47.9,244.72,25.5449,A,True,0,1
133,WESGR1,10272,2017-02-17 00:00:00,153.98,0,7,91,4.87,12.31,7.33,38.47,26.2325,A,True,0,1
73,WESGR1,10273,2017-02-17 00:00:00,241.97,0,11,143,7.65,19.35,11.52,60.45,26.2313,A,True,0,1
75,WESGR1,10274,2017-02-17 00:00:00,351.96,0,16,208,11.13,28.14,16.76,87.93,26.2321,A,True,0,1
79,WESGR1,10276,2017-02-17 00:00:00,804.72,0,32,480,25.68,64.94,38.32,195.78,25.5454,A,True,0,1
73,WESGR1,10277,2017-02-17 00:00:00,175.98,0,8,104,5.56,14.07,8.38,43.97,26.2351,A,True,0,1
75,WESGR1,10278,2017-02-17 00:00:00,0,0,0,0,0,0,0,0,26.2324,A,True,1935.78,1
73,WESGR1,10280,2017-02-17 00:00:00,153.98,0,7,91,4.87,12.31,7.33,38.47,26.2325,A,True,0,1
78,WESGR1,10282,2017-02-17 00:00:00,0,0,0,0,0,0,0,0,26.2331,A,True,527.94,1
75,WESGR1,10312,2017-02-17 00:00:00,4593.5,0,193,2719,140.78,367.88,218.74,1147.1,26.2209,A,True,0,1
77,WESGR1,10313,2017-02-17 00:00:00,5162.99,0,182.75,2997,150.41,405.49,245.86,1364.23,27.7444,A,True,0,1
75,WESGR1,10314,2017-02-17 00:00:00,351.96,0,16,208,11.13,28.14,16.76,87.93,26.2321,A,True,0,1
77,WESGR1,10315,2017-02-17 00:00:00,0,0,0,0,0,0,0,0,26.2076,A,True,2162.5,1
77,WESGR1,10316,2017-02-17 00:00:00,989.89,0,45,585,31.3,79.15,47.14,247.3,26.2318,A,True,0,1
78,WESGR1,10317,2017-02-17 00:00:00,4750.82,0,169.5,2743.73,142.69,371.23,226.23,1266.94,28.0012,A,True,0,1
78,WESGR1,10318,2017-02-17 00:00:00,1726.62,0,72,1024,54.78,138.55,82.22,427.07,25.9712,A,True,0,1
75,WESGR1,10319,2017-02-17 00:00:00,334.37,0,10,209,10.17,28.28,15.92,71,22.2955,A,True,0,1
124,WINMA1,10146,2017-02-10 00:00:00,401.46,0,17.5,237.25,12.17,32.1,19.12,100.82,26.3692,A,True,0,1
131,WINMA1,10283,2017-02-17 00:00:00,1596.87,0,62,952.5,49.76,128.87,76.04,389.7,25.6242,A,True,0,1
80,ZONIN1,10147,2017-02-10 00:00:00,229.23,0,8.5,140,7.28,18.94,10.92,52.09,23.8606,A,True,0,1
75,WESGR1,10320,2017-02-22 00:00:00,2840.88,0,128,1680,89.88,227.3,135.28,708.42,26.1835,A,True,0,1
128,ABBOTK,10321,2017-02-17 00:00:00,571.94,0,26,338,18.08,45.73,27.24,142.89,26.2328,A,True,0,1
161,ABBOTK,10408,2017-02-17 00:00:00,75.44,0,3,45,2.41,6.09,3.59,18.35,25.5393,A,True,0,1
3,ALPHA1,10323,2017-02-17 00:00:00,1759.8,0,80,1080,57.78,146.12,83.8,392.1,23.395,A,True,0,1
4,ALPHA1,10324,2017-02-17 00:00:00,1385.84,0,63,819,43.82,110.81,65.99,346.22,26.2318,A,True,0,1
91,ALPHA1,10325,2017-02-17 00:00:00,527.94,0,24,312,16.69,42.21,25.14,131.9,26.2331,A,True,0,1
7,ALTER1,10326,2017-02-17 00:00:00,8773.32,0,265.5,5025.5,265.65,679.95,417.78,2384.44,28.5372,A,True,0,1
8,ALTER1,10327,2017-02-17 00:00:00,1388.13,0,39.5,757,40.5,102.42,66.1,422.11,31.9289,A,True,0,1
9,ALTER1,10328,2017-02-17 00:00:00,2162.69,0,86,1290,69.02,174.54,102.99,526.14,25.5445,A,True,0,1
7,ALTER1,10387,2017-02-17 00:00:00,1677.9,0,40,880,47.08,119.06,79.9,551.86,34.5344,A,True,0,1
10,ALTOC1,10329,2017-02-17 00:00:00,2667.03,0,77,1510.5,78.27,204.37,127,746.89,29.4048,A,True,0,1
151,ALTOC1,10330,2017-02-17 00:00:00,435.96,0,16,256,13.7,34.64,20.76,110.86,26.7004,A,True,0,1
13,AQUILI,10331,2017-02-17 00:00:00,6837.69,0,178,3999.25,202.36,541.1,325.6,1769.38,27.1707,A,True,0,1
14,AQUILI,10332,2017-02-17 00:00:00,3297.51,0,109.5,1918.75,95.58,259.61,157.02,866.55,27.5928,A,True,0,1
84,AQUILI,10333,2017-02-17 00:00:00,1974,0,80,1160,62.06,156.95,94,500.99,26.6484,A,True,0,1
96,ATIRA1,10409,2017-02-17 00:00:00,586.54,0,28,364,1.27,49.25,27.93,144.09,25.7944,A,True,0,1
98,ATIRA1,10410,2017-02-17 00:00:00,94.27,0,4.5,58.5,0.2,7.92,4.49,23.16,25.7964,A,True,0,1
104,ATIRA2,10390,2017-02-17 00:00:00,2228.27,0,96.5,1353.75,4.73,183.16,106.11,580.52,27.3551,A,True,0,1
105,ATIRA2,10391,2017-02-17 00:00:00,745.92,0,32,452,1.58,61.16,35.52,195.66,27.5422,A,True,0,1
108,ATIRA2,10392,2017-02-17 00:00:00,1709.82,0,72,1040,3.64,140.71,81.42,444.05,27.2691,A,True,0,1
110,ATIRA2,10393,2017-02-17 00:00:00,553.14,0,24,336,1.18,45.46,26.34,144.16,27.3652,A,True,0,1
111,ATIRA2,10394,2017-02-17 00:00:00,360.36,0,16,220,0.77,29.77,17.16,92.66,26.9988,A,True,0,1
112,ATIRA2,10395,2017-02-17 00:00:00,192.78,0,8,116,0.41,15.69,9.18,51.5,28.0501,A,True,0,1
114,ATIRA2,10396,2017-02-17 00:00:00,1261.82,0,55.5,768.75,2.69,104.01,60.09,326.28,27.1509,A,True,0,1
116,ATIRA2,10397,2017-02-17 00:00:00,360.36,0,16,220,0.77,29.77,17.16,92.66,26.9988,A,True,0,1
118,ATIRA2,10411,2017-02-17 00:00:00,771.12,0,32,464,1.62,62.78,36.72,206,28.0501,A,True,0,1
140,AXIOM,10412,2017-02-17 00:00:00,527.94,0,24,312,16.69,42.21,25.14,131.9,26.2331,A,True,0,1
17,CAMBR1,10335,2017-02-17 00:00:00,703.92,0,32,416,22.26,56.28,33.52,175.86,26.2321,A,True,0,1
88,CAMBR1,10336,2017-02-17 00:00:00,505.94,0,23,299,16,40.45,24.09,126.4,26.2322,A,True,0,1
120,CCIRE1,10337,2017-02-17 00:00:00,209.74,0,5,110,5.89,14.88,9.99,68.98,34.5332,A,True,0,1
159,CCIRE1,10338,2017-02-17 00:00:00,190.73,0,7,105,5.62,14.21,9.08,56.82,31.2799,A,True,0,1
27,CENTU1,10339,2017-02-17 00:00:00,527.94,0,24,312,16.69,42.21,25.14,131.9,26.2331,A,True,0,1
28,CENTU1,10399,2017-02-17 00:00:00,104.79,0,4,64,3.42,8.66,4.99,23.72,23.7675,A,True,0,1
29,CENTU1,10400,2017-02-17 00:00:00,484.06,0,20,291.5,15.6,39.44,23.05,114.47,24.8303,A,True,0,1
30,CHAMB1,10342,2017-02-17 00:00:00,1075.2,0,40,640,34.24,86.59,51.2,263.17,25.7002,A,True,0,1
136,CLEAR1,10343,2017-02-17 00:00:00,153.98,0,7,91,4.87,12.31,7.33,38.47,26.2325,A,True,0,1
20,DARWI1,10344,2017-02-17 00:00:00,5385.58,0,199,3145.5,164.43,425.59,256.46,1393.6,27.1704,A,True,0,1
21,DARWI1,10347,2017-02-17 00:00:00,1454.91,0,37.5,825,44.14,111.62,69.28,404.87,29.2192,A,True,0,1
22,DARWI1,10402,2017-02-17 00:00:00,6322.08,0,206.5,3644.5,191.45,493.1,301.05,1691.98,28.1012,A,True,0,1
24,DARWI1,10403,2017-02-17 00:00:00,310.38,0,8,176,9.42,23.81,14.78,86.37,29.2185,A,True,0,1
21,DARWI1,10413,2017-02-17 00:00:00,1467.9,0,40,880,47.08,119.06,69.9,351.86,25.1688,A,True,0,1
23,DARWI1,10420,2017-02-17 00:00:00,1803.62,0,53,888,45.37,120.15,85.89,664.21,38.6679,A,True,0,1
25,ELLIS1,10348,2017-02-17 00:00:00,23397.84,0,817.5,13702.75,704.76,1853.98,1114.18,6022.17,27.025,A,True,0,1
26,ELLIS1,10414,2017-02-17 00:00:00,494.83,0,14.5,280.25,14.99,37.92,23.56,138.11,29.3059,A,True,0,1
147,ELLIS1,10415,2017-02-17 00:00:00,1383.11,0,55,805,43.07,108.92,65.86,360.26,27.3494,A,True,0,1
147,ELLIS1,10416,2017-02-17 00:00:00,678.96,0,17,481.25,25.01,65.11,32.33,75.26,11.6388,A,True,0,1
82,GFLEN1,10349,2017-02-17 00:00:00,659.93,0,30,390,20.87,52.77,31.43,164.86,26.2307,A,True,0,1
36,HAEBL1,10350,2017-02-17 00:00:00,1341.9,0,40,760,40.66,102.83,63.9,374.51,29.3044,A,True,0,1
37,HAEBL1,10351,2017-02-17 00:00:00,725.92,0,33,429,22.95,58.04,34.57,181.36,26.2327,A,True,0,1
40,HANSO1,10352,2017-02-17 00:00:00,241.97,0,11,143,7.65,19.35,11.52,60.45,26.2313,A,True,0,1
41,ITCCO1,10353,2017-02-17 00:00:00,1342.33,0,31.5,800,42.13,108.24,63.92,328.04,25.66,A,True,0,1
42,ITCCO1,10354,2017-02-17 00:00:00,2740.26,0,109.5,1625.5,86.72,219.93,130.49,677.62,25.9647,A,True,0,1
152,JERIC1,10355,2017-02-17 00:00:00,351.96,0,16,208,11.13,28.14,16.76,87.93,26.2321,A,True,0,1
43,JOHNSO,10356,2017-02-17 00:00:00,7732.01,0,175,4397.5,223.26,594.98,368.19,2148.08,29.1707,A,True,0,1
141,KEITHP,10357,2017-02-17 00:00:00,1096.12,0,44.5,650.75,33.25,88.05,52.2,271.87,26.0432,A,True,0,1
155,KINDR1,10358,2017-02-17 00:00:00,251.48,0,10,130,6.96,17.59,11.98,84.95,35.4697,A,True,0,1
45,LEDCO1,10359,2017-02-17 00:00:00,2046.4,0,54,1159,54.89,156.81,97.45,578.25,29.6698,A,True,0,1
46,LEDCO1,10360,2017-02-17 00:00:00,930.94,0,26.5,527.25,26.94,71.34,44.33,261.08,29.447,A,True,0,1
47,MAGIL1,10361,2017-02-17 00:00:00,3817.8,0,128.25,2155.75,113.61,291.67,181.8,1074.97,29.5646,A,True,0,1
139,MARCO3,10362,2017-02-17 00:00:00,87.99,0,4,52,2.78,7.04,4.19,21.98,26.2291,A,True,0,1
95,NEWCIT,10363,2017-02-17 00:00:00,289.17,0,12,172,9.2,23.27,13.77,70.93,25.7553,A,True,0,1
156,OMICR1,10364,2017-02-17 00:00:00,351.96,0,16,208,11.13,28.14,16.76,87.93,26.2321,A,True,0,1
50,PACIF9,10365,2017-02-17 00:00:00,853.55,0,22,484,25.89,65.49,40.65,237.52,29.2188,A,True,0,1
85,PARAM1,10366,2017-02-17 00:00:00,339.5,0,13.5,202.5,10.83,27.4,16.17,82.6,25.5467,A,True,0,1
89,PARAM1,10367,2017-02-17 00:00:00,779.57,0,31,465,24.88,62.91,37.12,189.66,25.5452,A,True,0,1
54,PCLCO1,10368,2017-02-17 00:00:00,3538.75,0,115,2034.5,108.34,275.27,168.51,952.13,28.2511,A,True,0,1
55,PERFO1,10369,2017-02-17 00:00:00,1518.48,0,57,925,27.09,125.15,72.31,368.93,25.5108,A,True,0,1
56,PITTM1,10370,2017-02-17 00:00:00,1005.9,0,40,600,32.1,81.18,47.9,244.72,25.5449,A,True,0,1
57,PITTM1,10371,2017-02-17 00:00:00,955.61,0,38,570,30.5,77.12,45.51,232.48,25.5444,A,True,0,1
60,ROBER1,10417,2017-02-17 00:00:00,2331.74,0,106,1378,73.72,186.44,111.04,582.54,26.2323,A,True,0,1
61,SEAGA1,10372,2017-02-17 00:00:00,1064.23,0,29,638,34.13,86.32,50.68,255.1,25.169,A,True,0,1
86,SEAGA1,10373,2017-02-17 00:00:00,1510.19,0,44.5,901,48.2,121.91,71.91,367.17,25.5284,A,True,0,1
87,SEAGA1,10374,2017-02-17 00:00:00,1422.04,0,38.5,852.5,45.31,115.34,67.72,341.17,25.1912,A,True,0,1
149,SITKAW,10375,2017-02-17 00:00:00,993.23,0,41.5,590.5,31.59,79.89,47.3,243.95,25.7894,A,True,0,1
64,SUNCO1,10376,2017-02-17 00:00:00,7475.45,0,244,4143,214,560.55,355.97,2201.93,30.9282,A,True,0,1
148,SUSPE1,10377,2017-02-17 00:00:00,814.02,0,35,483,25.84,65.35,38.76,201.07,25.9358,A,True,0,1
92,UNISO1,10378,2017-02-17 00:00:00,1761.48,0,48,1008,53.93,136.38,83.88,479.29,28.57,A,True,0,1
93,UNISO1,10379,2017-02-17 00:00:00,1551.9,0,40,1000,53.5,135.3,73.9,289.2,19.567,A,True,0,1
